alpha,beta,model,gamma
3.78923910091957,0.4385969708747,m1,NA
0.836863211724441,0.36961494091677,m1,NA
0.986825198382139,0.563734043468488,m1,NA
2.69587399664754,0.928523059469997,m1,NA
1.78187432152405,0.610352573684417,m1,NA
2.24847889556363,0.186926366230007,m1,NA
1.5015867622504,0.745166429260746,m1,NA
3.85806339749042,0.556657143096789,m1,NA
0.41358800816536,0.538102201489033,m1,NA
0.589361762585118,0.474788448990556,m1,NA
0.101484752789605,0.864049681874923,m1,NA
2.39813804710191,0.250895774695673,m1,NA
0.632596359914169,0.252968118473538,m1,NA
2.36389930392336,0.534860144624719,m1,NA
2.64362969355797,0.873709518072428,m1,NA
2.88358623093273,0.11953461960936,m1,NA
0.218749491847586,0.866470801464166,m1,NA
0.900868443789892,0.344364711639239,m1,NA
1.05332476288313,0.941994922563434,m1,NA
2.49210858248733,0.163274120306014,m1,NA
3.76148282996658,0.641275841734605,m1,NA
3.69272005077451,0.883873259060085,m1,NA
3.31229599752929,0.476402668521856,m1,NA
3.05250603624107,0.689290269760648,m1,NA
3.31593859403534,0.348017643461237,m1,NA
2.53960193182854,0.134677049628575,m1,NA
0.00772967251716182,0.241410821196274,m1,NA
2.40625165939843,0.0366400384594453,m1,NA
0.734031237951014,0.0299920609969413,m1,NA
3.45848051902046,0.739012048393022,m1,NA
2.8462076536119,0.642925472535891,m1,NA
1.77748292927397,0.96899436551216,m1,NA
0.301080492470413,0.0740971347481245,m1,NA
2.62472357963352,0.988373456285335,m1,NA
3.98230385406455,0.0482841013787547,m1,NA
1.2813316641245,0.350005196311162,m1,NA
1.02262424506992,0.779982278018608,m1,NA
3.24151487732073,0.202982088996214,m1,NA
0.352060985174961,0.826970994643634,m1,NA
1.93184166459413,0.813711045580218,m1,NA
2.63412690142915,0.216151366458274,m1,NA
3.70673968630517,0.122532811114681,m1,NA
2.82143000865215,0.0662815757273929,m1,NA
3.28425776384911,0.541435182171525,m1,NA
3.93316622455884,0.594989761238685,m1,NA
1.11756476662168,0.681601337369531,m1,NA
0.585350641962141,0.364854296481819,m1,NA
2.91152295932407,0.513883309009951,m1,NA
1.67554544578027,0.919635927291703,m1,NA
3.59973067498673,0.759167087993934,m1,NA
1.1340671036453,0.97029630397947,m1,NA
3.61112273506355,0.411240732430131,m1,NA
0.332208242131863,0.00878456334758084,m1,NA
3.49331302761799,0.0991294742295286,m1,NA
0.786001049580518,0.278787178245606,m1,NA
3.24616334823798,0.973251560180332,m1,NA
3.40086951266043,0.719425394230057,m1,NA
1.6468769030869,0.160827809027047,m1,NA
0.514652220658492,0.372120541302953,m1,NA
1.19293827538472,0.869796043646871,m1,NA
3.07714328026259,0.485144085992011,m1,NA
3.37962120496482,0.984395843703067,m1,NA
1.57638580647996,0.89942613897007,m1,NA
2.28127859313088,0.855211335703614,m1,NA
1.73634116413724,0.181860581159941,m1,NA
1.81446061049774,0.606538113010232,m1,NA
1.90553092420381,0.862341697837808,m1,NA
2.57449151448486,0.0752952229421353,m1,NA
0.274892632417381,0.132859375125379,m1,NA
1.45310855496256,0.67498543609411,m1,NA
1.28517061324418,0.588041452624486,m1,NA
3.14199009870831,0.760484943638905,m1,NA
3.2088053225521,0.315264641015325,m1,NA
1.0422486514817,0.139484279482858,m1,NA
0.369067295577843,0.832141206819448,m1,NA
0.905269097027369,0.275972463844344,m1,NA
0.171137096138671,0.788073976661312,m1,NA
2.10592199371848,0.927351029231446,m1,NA
2.50086272219289,0.246773003753973,m1,NA
2.4174953755904,0.338161035403726,m1,NA
1.19582297059475,0.831253416776774,m1,NA
3.02855384251755,0.844474909528857,m1,NA
2.69267946411297,0.00346146882232279,m1,NA
3.88118972619437,0.62684394780104,m1,NA
3.44005873222277,0.147684088649927,m1,NA
1.00808205857826,0.3609267831248,m1,NA
3.46421479272097,0.162638248517644,m1,NA
0.42555475726584,0.340898763276287,m1,NA
0.746443723197095,0.726508983710664,m1,NA
2.54012630191678,0.453923817782081,m1,NA
1.74231210161373,0.275460201645037,m1,NA
3.63593226806773,0.219528238098486,m1,NA
3.67722981094103,0.155063375998638,m1,NA
3.08800805752026,0.420886988966842,m1,NA
2.26055338205397,0.453094112206018,m1,NA
3.36436961370194,0.377804692849866,m1,NA
3.84151980285719,0.792755207403447,m1,NA
3.20644888024218,0.223035026510712,m1,NA
3.98789965915214,0.0570763501825277,m1,NA
3.25054052180564,0.244357242678292,m1,NA
1.86840916633373,0.665622506620246,m1,NA
3.30112718919106,0.935211215609219,m1,NA
2.83414652221277,0.984652224356309,m1,NA
1.38677933544712,0.514688556512352,m1,NA
1.42157243821863,0.189682527714409,m1,NA
2.23886005621776,0.936751449437812,m1,NA
2.26567039116938,0.307863229194423,m1,NA
0.573610209675971,0.196712502414128,m1,NA
0.61600163500011,0.136766833737842,m1,NA
2.02622919630632,0.703839647784829,m1,NA
0.801562400876079,0.78442231816554,m1,NA
1.60522310811467,0.903668200452113,m1,NA
3.81142516800016,0.378201610541088,m1,NA
0.441800808481872,0.607409220619826,m1,NA
0.636565104180016,0.0232854558581021,m1,NA
3.27087212976255,0.747570561611443,m1,NA
1.51828849775717,0.44127082697989,m1,NA
2.08181629123492,0.95630888726213,m1,NA
3.96955845761439,0.184919696278637,m1,NA
0.358990501449443,0.456609912533895,m1,NA
2.12449083895888,0.540170810268377,m1,NA
0.501566333015449,0.52350396024948,m1,NA
1.60167416475946,0.769489697521669,m1,NA
0.437103969192132,0.203106008431525,m1,NA
2.54475028604735,0.430574125392479,m1,NA
0.260447457313538,0.413834953079,m1,NA
0.881000039768405,0.225454329415457,m1,NA
2.96272674199007,0.567614133425755,m1,NA
3.18332463306561,0.615526650746353,m1,NA
1.83891197828995,0.0492579121527961,m1,NA
1.14160215125466,0.00287040860776324,m1,NA
0.217067257478368,0.261439148969133,m1,NA
0.85507672978146,0.861573845168809,m1,NA
0.33111547541339,0.823947642962332,m1,NA
0.842836591435596,0.125528889426496,m1,NA
2.11823524209019,0.766880834817886,m1,NA
3.96546332929935,0.521760351359844,m1,NA
1.66633913738839,0.302246527094627,m1,NA
2.22736283626687,0.406816887435503,m1,NA
0.399966516591609,0.977760041052476,m1,NA
1.17952308365004,0.474128236364806,m1,NA
3.95699819199648,0.944081540990039,m1,NA
3.90192729513766,0.672067218046985,m1,NA
0.917986971816048,0.676803775615757,m1,NA
3.73440933247982,0.679015036364435,m1,NA
1.67050960486662,0.300726535982336,m1,NA
0.869160710882396,0.953769601860666,m1,NA
1.15820214188099,0.777297690422856,m1,NA
2.97676369711384,0.770800223897328,m1,NA
1.32190815162892,0.668900959473103,m1,NA
0.484209725058638,0.62646731570072,m1,NA
2.4575177786299,0.425787625284982,m1,NA
0.791017147610895,0.498952297521522,m1,NA
1.90950749281282,0.0790852762648137,m1,NA
0.202608354159631,0.487215188389877,m1,NA
0.271421300530899,0.842173103671754,m1,NA
2.81587560664164,0.924808018477983,m1,NA
2.52148696436174,0.633454225068213,m1,NA
1.09872409611149,0.664420848428272,m1,NA
3.9346443663775,0.170711477131816,m1,NA
0.051830352476798,0.27018818938965,m1,NA
1.715553450095,0.336995346066891,m1,NA
0.487494133034255,0.686811977586709,m1,NA
0.603088513883296,0.426370300385519,m1,NA
0.593789230400696,0.382588477984071,m1,NA
0.221055850634817,0.551123532747617,m1,NA
3.29867212068802,0.49979755721672,m1,NA
0.0592036804407835,0.511808608486783,m1,NA
3.65224129393417,0.215399621251621,m1,NA
0.382375811304897,0.38452483409585,m1,NA
2.68248897147784,0.764575798143633,m1,NA
3.56001454033377,0.463449992681155,m1,NA
2.72099592543161,0.223588813108974,m1,NA
0.505554372257553,0.101859078697395,m1,NA
1.24762022705236,0.804251080077258,m1,NA
0.402902079213876,0.94481809869525,m1,NA
1.3052169847209,0.874560746456846,m1,NA
2.41886243720679,0.151416652141605,m1,NA
3.08115782797616,0.232850427497178,m1,NA
3.06706874608248,0.490787924458855,m1,NA
3.77140242473781,0.765901450362639,m1,NA
1.64595561184175,0.378589617620804,m1,NA
0.512918460503686,0.381279632130521,m1,NA
0.173166538117919,0.449973979433067,m1,NA
0.704997730500996,0.124235170229804,m1,NA
1.50618210387835,0.565401764500886,m1,NA
3.58799821368745,0.94722850285389,m1,NA
1.06653299138974,0.713365429848665,m1,NA
1.51438146494655,0.10781922006933,m1,NA
2.60922279764479,0.662800508412183,m1,NA
0.110834146322217,0.950877101547667,m1,NA
0.581708998520859,0.82931213092606,m1,NA
1.10082111423649,0.910698551888461,m1,NA
2.92718877456104,0.715942995033693,m1,NA
2.57692494501267,0.525280547068338,m1,NA
1.4942331902259,0.0893244514424587,m1,NA
2.65915738553368,0.809621104529593,m1,NA
0.742272096351255,0.861134288260946,m1,NA
0.940272016080562,0.137235795809072,m1,NA
2.37306783658871,0.986766388231074,m1,NA
3.38061939728819,0.76427048319974,m1,NA
2.62126128285518,0.206939397016307,m1,NA
0.8483710126183,0.705981516064261,m1,NA
3.93005092697032,0.547854236744228,m1,NA
3.34095629781205,0.893357197791338,m1,NA
1.29249910395499,0.85017331488838,m1,NA
3.29125632555597,0.497161816995242,m1,NA
1.98606834683334,0.638077247548034,m1,NA
2.30256609379128,0.252373025051085,m1,NA
0.66730166971311,0.0522317685019225,m1,NA
2.27220591847785,0.3617421573787,m1,NA
1.74443955014134,0.373763280198444,m1,NA
1.8577792150043,0.242843933162629,m1,NA
3.29230003510416,0.848890412302804,m1,NA
0.939478400239255,0.166234097967856,m1,NA
1.6895357623985,0.363416605413076,m1,NA
3.4524033405683,0.430002853421262,m1,NA
1.569109403193,0.858478548846091,m1,NA
0.390988273917232,0.19565401679615,m1,NA
1.34907203332148,0.985881777764997,m1,NA
0.651339043257292,0.751422493501217,m1,NA
3.06546959918225,0.136415697427816,m1,NA
3.70507045760239,0.957982028380851,m1,NA
2.61508278622478,0.351095336122904,m1,NA
1.17331382918544,0.937325118495035,m1,NA
3.22914508195501,0.108813265090925,m1,NA
0.983856638541911,0.123603685364709,m1,NA
2.27429341029283,0.830268600197043,m1,NA
3.05080962288613,0.383495197037468,m1,NA
0.489223203204107,0.0798369547772454,m1,NA
0.795239611497149,0.776521474727546,m1,NA
3.23104751734855,0.991741814387031,m1,NA
1.56547364006611,0.0863033125335351,m1,NA
3.50690418380173,0.971430625938578,m1,NA
2.05999206336727,0.225512255102629,m1,NA
1.69568594793091,0.41049370655301,m1,NA
1.90637047868315,0.551954435853055,m1,NA
1.41875889355829,0.146941312832874,m1,NA
2.47861557129119,0.277645553482231,m1,NA
2.27896274676966,0.612657100516255,m1,NA
2.9127265144065,0.943228063076502,m1,NA
2.79284386847587,0.167119704580517,m1,NA
1.39905863176845,0.332288963147672,m1,NA
1.94975035422621,0.535234542239108,m1,NA
1.81044013696816,0.729386007717461,m1,NA
0.131876675304957,0.435366626659292,m1,NA
3.85447757493611,0.380787806858076,m1,NA
0.558492937382311,0.550682005902985,m1,NA
2.71948805541545,0.105774121922441,m1,NA
3.66875245611975,0.599364922034554,m1,NA
0.154800098152831,0.267141307358397,m1,NA
0.926370121741667,0.524667025641305,m1,NA
0.0410007605180144,0.0162442485167412,m1,NA
1.22504093395686,0.256270336568356,m1,NA
3.25343494983343,0.878475104054087,m1,NA
0.210569075056352,0.458460088749649,m1,NA
1.44582541443547,0.153817306166166,m1,NA
1.70515041517699,0.432531535988091,m1,NA
1.52977544230875,0.10058109210094,m1,NA
1.12353563293722,0.293246391852153,m1,NA
1.8007287100195,0.502541892018169,m1,NA
2.01728952689562,0.303973244175315,m1,NA
2.89116336592799,0.82744490643614,m1,NA
3.88362177837314,0.0282947927494533,m1,NA
3.45742737915972,0.21875679817528,m1,NA
0.229804720251355,0.0275545319825178,m1,NA
2.96084003994241,0.636569051619619,m1,NA
3.82756571512064,0.348525793224573,m1,NA
0.781573545192834,0.177998601189698,m1,NA
0.363625106772408,0.403331354095717,m1,NA
2.10020558241615,0.60618161410687,m1,NA
3.20001469465205,0.996315410162788,m1,NA
2.00814497633651,0.983327106603188,m1,NA
3.08729244101327,0.00697597815666813,m1,NA
1.86028230129462,0.0622991187397856,m1,NA
0.920726491220295,0.865525305817136,m1,NA
2.48481721512927,0.319477387823747,m1,NA
1.54141138500208,0.135701836576569,m1,NA
1.74834437154327,0.894771958738682,m1,NA
0.840607874523848,0.905921344766277,m1,NA
3.29501411178941,0.305702895416995,m1,NA
3.83116697717598,0.980071878817049,m1,NA
3.86455968778301,0.182761726884404,m1,NA
0.56376874170918,0.143810369009152,m1,NA
3.44526788402908,0.875289499675855,m1,NA
2.708481977941,0.487576963938423,m1,NA
1.72649472342245,0.776413517907728,m1,NA
0.401201304400805,0.992259985426324,m1,NA
0.754607731321361,0.243289450444048,m1,NA
3.11864976083254,0.1572424772206,m1,NA
2.41206448123697,0.600150130015798,m1,NA
0.69907036341494,0.632108622842468,m1,NA
1.26959091892559,0.68371355188766,m1,NA
1.88966204066668,0.199996977508883,m1,NA
3.05401370146824,0.548922747027362,m1,NA
0.388273959808983,0.837213045926997,m1,NA
2.68837727920944,0.898565344842384,m1,NA
2.87986687985435,0.583175755620119,m1,NA
0.207604398953263,0.655513259498519,m1,NA
1.55522661925014,0.230055213044281,m1,NA
0.952919690648094,0.446751096272608,m1,NA
0.886103011386935,0.290349045926356,m1,NA
0.321721322178375,0.664819564927951,m1,NA
2.41460081013991,0.744782711221487,m1,NA
0.392125880399719,0.159115909551969,m1,NA
0.458458516313694,0.61103964288393,m1,NA
2.95205648939358,0.810234987250064,m1,NA
1.47416939267609,0.91467924983718,m1,NA
1.45927604525397,0.818216966218664,m1,NA
2.8943800191707,0.308546860268805,m1,NA
2.58761228028918,0.576402031276259,m1,NA
3.62988340250915,0.0372426086848136,m1,NA
0.79861754753394,0.32734603500471,m1,NA
3.67008482302818,0.0558481438993476,m1,NA
2.24531941812299,0.145674577465048,m1,NA
2.42774767950922,0.552246031789109,m1,NA
1.52289694798924,0.63157027508493,m1,NA
3.07440307815,0.232186305674841,m1,NA
1.29034751589643,0.655029882493196,m1,NA
0.635584144844674,0.0402119093110086,m1,NA
3.02061452918826,0.153203658126062,m1,NA
2.31698325088434,0.96904511913308,m1,NA
1.24066926872823,0.258757641228265,m1,NA
2.16257018079935,0.69363850796374,m1,NA
2.08381055781292,0.485596471875557,m1,NA
3.48785190413566,0.0455621539136628,m1,NA
3.33364292388177,0.845488189752446,m1,NA
0.537217080033384,0.558622949837125,m1,NA
2.0003072116971,0.024793014578172,m1,NA
3.19688673753571,0.78467368701857,m1,NA
1.99071798589034,0.0534722376224818,m1,NA
1.17007593388064,0.276717905710218,m1,NA
3.89109705579421,0.44310537065973,m1,NA
0.11854726228863,0.572917560718255,m1,NA
2.4525872670575,0.328671636255225,m1,NA
0.862239317587111,0.752994960876647,m1,NA
1.6774093076163,0.86547371088888,m1,NA
3.57707438074378,0.337135360431275,m1,NA
3.00658025617246,0.502196821897407,m1,NA
1.10876109638764,0.239372555066133,m1,NA
3.74197087991843,0.182286371671828,m1,NA
0.943362220019568,0.234889627815341,m1,NA
3.18066406957805,0.34377072202228,m1,NA
2.43013451652089,0.823206917027826,m1,NA
2.04996732286504,0.561053511771839,m1,NA
2.28268735364731,0.613661530474317,m1,NA
1.3315068074693,0.115236431619269,m1,NA
0.964299039422534,0.527619504546165,m1,NA
0.867009603558574,0.116436074960395,m1,NA
3.96189490813296,0.298124155756203,m1,NA
3.0221428339649,0.386258205899503,m1,NA
1.80834645635774,0.0430587391442386,m1,NA
3.92004275005357,0.853217981070979,m1,NA
0.452518651443068,0.224644834288862,m1,NA
3.46607903280901,0.214608004590147,m1,NA
0.67078276344901,0.80399020396336,m1,NA
3.92345212412532,0.359768098660046,m1,NA
1.98142918227892,0.978015041282168,m1,NA
1.16975852047233,0.397406821343233,m1,NA
3.17073462711973,0.144875275722588,m1,NA
2.20768205965357,0.32680398882681,m1,NA
2.03207006217912,0.54291234003054,m1,NA
2.17309979652055,0.362094322301331,m1,NA
0.544194678252563,0.132119222843903,m1,NA
0.394994329411536,0.529301009396557,m1,NA
1.8551840436873,0.99351892837463,m1,NA
0.825449296478182,0.238354265489848,m1,NA
0.944349469735753,0.356511282986379,m1,NA
0.72322109749727,0.974407398735639,m1,NA
0.236866018276662,0.753508006978431,m1,NA
0.367435292791575,0.79161984459334,m1,NA
1.17719996214379,0.939319257690804,m1,NA
0.529322247293778,0.140632646111655,m1,NA
2.16885119485855,0.637223016684409,m1,NA
3.26374785642093,0.0925795689880615,m1,NA
2.78045724120829,0.602768766210531,m1,NA
2.1544063989087,0.877558363377815,m1,NA
0.0188846201878041,0.314425151811796,m1,NA
0.377227026200388,0.882528187254444,m1,NA
0.227047111386433,0.789541467275238,m1,NA
1.683424244761,0.545336494762101,m1,NA
0.449434671193361,0.771598818371538,m1,NA
2.38418761574151,0.901712796114152,m1,NA
0.417533029374667,0.325692924002185,m1,NA
0.381309181659017,0.748477490525576,m1,NA
3.37650617980724,0.798668983523385,m1,NA
2.06418327725073,0.144495200902806,m1,NA
0.694412670722697,0.837734380892012,m1,NA
3.26701670964947,0.0615011110290652,m1,NA
1.45191440477129,0.224254332544864,m1,NA
2.92554940122413,0.405318874113262,m1,NA
2.09911273221951,0.5099908409497,m1,NA
2.20476993269613,0.0356784980003722,m1,NA
3.38997075365623,0.94824120110122,m1,NA
3.05673774963943,0.994391043263255,m1,NA
2.67357802797994,0.37076824625337,m1,NA
1.62430437955493,0.107016503700987,m1,NA
3.01565125495475,0.403892977701966,m1,NA
1.24570325933024,0.298699406344211,m1,NA
1.47197730626911,0.908784665600047,m1,NA
3.51429966923641,0.603599932504003,m1,NA
0.0632652204120532,0.617541381010902,m1,NA
1.20917074577184,0.0158180625832174,m1,NA
3.4690621259464,0.377412726261653,m1,NA
1.75236120400485,0.821412613021559,m1,NA
2.34283626354719,0.0363181662672432,m1,NA
3.16321058442118,0.478799551658332,m1,NA
0.244267201851122,0.412287806099863,m1,NA
1.01318162659835,0.717350642384379,m1,NA
0.464931524896529,0.380428268922609,m1,NA
1.48697675474593,0.660862228259561,m1,NA
3.62788504513167,0.743804459459614,m1,NA
2.14718874640018,0.431099631180638,m1,NA
3.63663238538103,0.184067270398489,m1,NA
3.61911533859465,0.872217486441252,m1,NA
2.23243401349196,0.293822517690482,m1,NA
0.587269744232297,0.793212440378964,m1,NA
2.71679315893538,0.118368872569059,m1,NA
1.37936887394078,0.0826532531173434,m1,NA
2.20117628403939,0.5391670492423,m1,NA
3.1494432374076,0.918642078982666,m1,NA
0.0919573950273916,0.280613062307355,m1,NA
2.49741448696237,0.355337278142921,m1,NA
1.25556599170202,0.951917120701051,m1,NA
2.16644697863981,0.612467508558184,m1,NA
2.66583358007111,0.28750079362141,m1,NA
2.65215458126459,0.54735482120805,m1,NA
1.26737458036421,0.603498928153887,m1,NA
1.5384541779561,0.203691637066426,m1,NA
0.685055865414906,0.959984295635019,m1,NA
1.97854683208652,0.24890116791497,m1,NA
1.10777711856924,0.495903300404083,m1,NA
3.65869910120638,0.00400186848733574,m1,NA
1.04499591850443,0.39935419077985,m1,NA
0.83245147444075,0.243751245004707,m1,NA
0.264086306719109,0.0582345696951961,m1,NA
3.04033730199048,0.513062230515061,m1,NA
3.6889771489189,0.422643849434913,m1,NA
0.895090354907792,0.586264776506578,m1,NA
1.08054206833569,0.979029908726108,m1,NA
0.896418552775867,0.673889465004439,m1,NA
1.60337352810428,0.0211620675971499,m1,NA
3.39265468395222,0.981231090172892,m1,NA
1.5100179880145,0.43169017136714,m1,NA
1.75589114811178,0.314754301146604,m1,NA
0.631088132581674,0.206233379107201,m1,NA
1.05025655422919,0.319539129108773,m1,NA
0.365358518026303,0.207996138741961,m1,NA
3.30987605614541,0.758363246450317,m1,NA
3.44991621798696,0.313227024373366,m1,NA
1.07004146996746,0.874339791227831,m1,NA
1.65778460924979,0.344600963238627,m1,NA
1.2600864825286,0.200405905426247,m1,NA
1.77376107572205,0.680662324040313,m1,NA
2.77841467435099,0.79934959661914,m1,NA
1.54653584189573,0.0268493535529124,m1,NA
3.19242718909634,0.81256557532039,m1,NA
0.140777425515465,0.613377253388986,m1,NA
3.88644580240827,0.584155124585261,m1,NA
3.50545642509125,0.890606772780535,m1,NA
1.44176867120713,0.579923984077526,m1,NA
1.26401894931588,0.756225485356874,m1,NA
1.67314552175673,0.1873097657701,m1,NA
1.16616976365959,0.279008152043447,m1,NA
3.5384276677235,0.81669648500788,m1,NA
3.62415251375688,0.658392798925983,m1,NA
0.0982861922178417,0.382492784912931,m1,NA
3.90439558947133,0.998634952991619,m1,NA
0.815503381082322,0.891801880188519,m1,NA
3.83940944694215,0.503643707780982,m1,NA
3.94172040769644,0.0667460244036047,m1,NA
1.23537024347018,0.569084397273255,m1,NA
3.78671973321354,0.193274231615243,m1,NA
3.49151941575762,0.834315164219006,m1,NA
0.460879785961471,0.585816255105543,m1,NA
1.9270921944147,0.281539945306606,m1,NA
3.34883712572046,0.0315210502269911,m1,NA
1.37489908188209,0.210367892729351,m1,NA
3.75906155194109,0.339680978124379,m1,NA
0.612333722577896,0.312827563332045,m1,NA
3.72493730457919,0.30900074216607,m1,NA
3.09169855975499,0.8011504530292,m1,NA
2.27034914715635,0.17548233949265,m1,NA
1.40625776547566,0.85488696292392,m1,NA
1.89429333861871,0.146293055876857,m1,NA
2.58872896648571,0.670948564654682,m1,NA
3.89227162558073,0.0632849074100377,m1,NA
0.325205771407112,0.0650698819344398,m1,NA
1.7161225356129,0.5642752373002,m1,NA
3.31159423756087,0.0904881981268991,m1,NA
1.54855492701521,0.40056078494573,m1,NA
3.03038272865117,0.508854218426277,m1,NA
0.499066239099018,0.294146509183221,m1,NA
3.15777549142484,0.997988306575338,m1,NA
2.25483831255045,0.702408458782826,m1,NA
0.0562505200495943,0.329215343521675,m1,NA
2.22570389360096,0.596783122492838,m1,NA
3.13715789267886,0.00196975755318999,m1,NA
1.41203777049063,0.945993964541587,m1,NA
0.263543193138205,0.0429741373442812,m1,NA
0.561544172066729,0.740802705808892,m1,NA
0.966083390734158,0.321653341600089,m1,NA
0.311554806367494,0.0943156801387668,m1,NA
3.19817575407447,0.746237536374712,m1,NA
0.132445550682954,0.499071125336806,m1,NA
0.646294445123058,0.322819187529269,m1,NA
2.59606539216498,0.501659034018405,m1,NA
0.123395682353526,0.320889383190428,m1,NA
0.32258725885069,0.460916048284387,m1,NA
2.36608121744823,0.0262993067584466,m1,NA
1.18412051000493,0.923183167664334,m1,NA
3.08266918326216,0.934541630049585,m1,NA
2.908559698659,0.37919393955858,m1,NA
0.574725755860563,0.856678388791275,m1,NA
3.95469150935067,0.723655591700925,m1,NA
2.0426290603308,0.615301233785227,m1,NA
0.757528617633041,0.677705582710914,m1,NA
1.66128191207303,0.521319636918372,m1,NA
1.97072182135982,0.56252798129525,m1,NA
1.04979189386312,0.0914282559815329,m1,NA
2.17034098940482,0.960081539729959,m1,NA
1.44849603177235,0.389397124871262,m1,NA
3.87513681016583,0.472478782664868,m1,NA
2.29838087725732,0.888910524934763,m1,NA
3.40684195969347,0.0635601705816807,m1,NA
2.3045446111653,0.0749545561403502,m1,NA
3.94520811794465,0.976055645003798,m1,NA
0.870363332520239,0.264636632905225,m1,NA
3.21462972118007,0.793998352108174,m1,NA
1.51253398639243,0.727808446593815,m1,NA
3.6224793410534,0.575162676538108,m1,NA
2.63005679118959,0.273478513107519,m1,NA
3.79112743916363,0.570307523539872,m1,NA
2.52943162397109,0.00551760101411492,m1,NA
1.10331524985749,0.34564179174148,m1,NA
3.56398413618514,0.310591744359117,m1,NA
2.58155350463418,0.759918754079379,m1,NA
0.032915439278353,0.284451774411369,m1,NA
0.76369512103498,0.352397103406838,m1,NA
1.175047741252,0.345224796313792,m1,NA
2.46926903828653,0.301784856471233,m1,NA
3.9713180156853,0.819917222562479,m1,NA
3.88919634361146,0.0625997875904432,m1,NA
2.74137823055265,0.0576983243712457,m1,NA
0.164684925847221,0.176756562114577,m1,NA
2.66956215076987,0.0217648972133175,m1,NA
2.86316534232628,0.292228284070967,m1,NA
0.115158367200289,0.741675754182273,m1,NA
1.54390203761775,0.32811402689782,m1,NA
0.0872254931167699,0.906428472028929,m1,NA
0.37200862422958,0.532190428558853,m1,NA
2.84000506441016,0.250308813529438,m1,NA
2.64929016453493,0.366143327761674,m1,NA
0.0701688841660507,0.779208550905809,m1,NA
0.306810983029194,0.838640384893864,m1,NA
1.59044079101551,0.624525693514035,m1,NA
0.0143323014001362,0.394001415241626,m1,NA
3.54978108412214,0.836461784799932,m1,NA
0.180750000206754,0.870196448952542,m1,NA
1.69848018674366,0.330179903630167,m1,NA
1.55192085272353,0.782868771630339,m1,NA
0.268703100862913,0.797447056658566,m1,NA
2.13835437740805,0.925863968161982,m1,NA
3.80299657931598,0.0869414506782778,m1,NA
3.15209712603129,0.842975144006195,m1,NA
3.49753333834978,0.374021170984837,m1,NA
1.63809992932854,0.161125792801031,m1,NA
2.43361086229794,0.824646541884751,m1,NA
1.29408854419319,0.335297870874754,m1,NA
0.304687534737401,0.583612073511234,m1,NA
0.712935207411647,0.540513412101893,m1,NA
0.431702383320313,0.399538685266976,m1,NA
3.70310759262927,0.645025072484626,m1,NA
0.915412603597157,0.109904763181577,m1,NA
1.88679147874191,0.902078162776073,m1,NA
3.80155052752979,0.060809097237885,m1,NA
