gen,model,alpha,beta,gamma,pWeight,dist1
20,m1,1.4824560840714,0.519591719545519,NA,0.000129002084044899,0.0128506658104643
20,m1,1.5574203775304,0.447655962048479,NA,0.000142787006232721,0.00455555719354209
20,m1,1.28452412581782,0.529906534529357,NA,0.000148269689651052,0.00614756310207649
20,m1,1.59644343658153,0.48631439001545,NA,0.00014343340533138,0.0135873084281912
20,m1,1.59379575993164,0.486534557041614,NA,0.000142898294758124,0.00531439917416707
20,m1,1.25115326093137,0.693620554161406,NA,0.000153974791243384,0.0112052683899089
20,m1,1.55555963476552,0.501485571488248,NA,0.00013602780085903,0.0158763476671071
20,m1,1.54539150630405,0.471961427291822,NA,0.000137190561170849,0.00439810196961613
20,m1,1.17444496090204,0.615108558707275,NA,0.000166512750952416,0.0113204951422051
20,m1,1.42039806431093,0.606706395099119,NA,0.000133131959152401,0.0149764481525302
20,m1,0.842863073050832,0.985246547331439,NA,0.000416904700751648,0.0035304578646041
20,m1,1.43396290812324,0.626862816383333,NA,0.000138705785024622,0.0145964782142613
20,m1,1.30526063572619,0.667986174587793,NA,0.00014518618152064,0.0143955035580652
20,m1,1.29225620854153,0.671157311030974,NA,0.000146430914332369,0.00424656037747588
20,m1,1.13461545727047,0.89455041678494,NA,0.000250564247208253,0.0134790627469619
20,m1,1.56905180395805,0.42481134510689,NA,0.000150159967461762,0.00283737325415781
20,m1,1.28789693129611,0.742708524945801,NA,0.000170694871346578,0.0100627661468981
20,m1,1.30570342785043,0.610457437440868,NA,0.00013719287616103,0.0035992394248988
20,m1,1.47014292245587,0.535047235893362,NA,0.000128332723724184,0.00646124949743451
20,m1,1.66372054129715,0.415877365533617,NA,0.000171105166864189,0.0108620459242448
20,m1,1.43162130096632,0.515077951207984,NA,0.000129168617126483,0.0141848462946659
20,m1,1.39144716066991,0.596768539733862,NA,0.000131019122034452,0.0135479036728689
20,m1,1.32683295758753,0.534101696860959,NA,0.00013799762877179,0.0116362132608968
20,m1,1.42383647845553,0.513895410395281,NA,0.000129631111476964,0.00323109135276962
20,m1,1.06859338857748,0.755991307908983,NA,0.000196824555150644,0.0109959562279438
20,m1,1.50010171379008,0.519610069666109,NA,0.000129978130791015,0.000442514448466498
20,m1,1.65285338222837,0.293435168856919,NA,0.000260682046970823,0.00536935224491415
20,m1,1.4935016428011,0.424820694984585,NA,0.000147820931281628,0.00623691080605104
20,m1,1.3379461647505,0.610400587074339,NA,0.000134323863140273,0.0117142590110686
20,m1,1.722579979859,0.423531631292732,NA,0.000191628057184329,0.0144752339095799
20,m1,1.51571648799493,0.432096549647666,NA,0.000144906952775759,0.0159508234955696
20,m2,1.94655904233227,0.197666245561861,NA,0.0084044539142828,0.00650961435325976
20,m1,1.44300005752657,0.547036481570708,NA,0.000127789876885548,0.0073396490526057
20,m1,1.46647758305437,0.636915893593935,NA,0.00014615916007178,0.00932426839024306
20,m1,1.4034897299515,0.621808538013309,NA,0.000135350744865325,0.0153640201319974
20,m1,1.37622160995671,0.493079186515703,NA,0.000137952560686347,0.010767548872665
20,m1,1.51398811791717,0.499222556885808,NA,0.000131767006681145,0.0110121815741755
20,m1,1.55733078988964,0.555144018490222,NA,0.000140458354853851,0.0023090692244945
20,m1,1.63461218815077,0.376825669975445,NA,0.000180331517620303,0.00239491927003041
20,m1,0.859213301318355,0.984746554318918,NA,0.000401043546035958,0.00698355153933662
20,m1,1.47562521711279,0.531286362443407,NA,0.000128542541787282,0.0155416950001853
20,m3,0.011338914664763,NA,0.844127876452655,0.0331107778351909,0.0143292412692742
20,m1,1.66477644856537,0.260432201947034,NA,0.000318916893327743,0.00663814827048245
20,m1,1.20355063859949,0.722509384698292,NA,0.000164869343768606,0.00223194400630037
20,m1,1.12009565214437,0.674792893655556,NA,0.000179596522403399,0.00543966683422911
20,m1,0.914307569388996,0.953139407326168,NA,0.000326628487646863,0.00480794785793005
20,m1,1.32847160150042,0.576479406596372,NA,0.000133984564757378,0.0148651057570007
20,m1,1.23967017134005,0.593612688108495,NA,0.000149380729551814,0.0107305031858557
20,m1,1.32446043514203,0.618190030831377,NA,0.000136016519788961,0.0111630672266771
20,m1,1.3711659864527,0.577745007828612,NA,0.000130214132877933,0.00203002567767168
20,m1,1.5179441408153,0.403037220500666,NA,0.000156694039668545,0.0153175380646187
20,m1,0.881043226355637,0.860220767777816,NA,0.000298336508741345,0.00153260791724082
20,m1,1.61197898954045,0.540408162414959,NA,0.000151376234630619,0.00146729728694916
20,m1,1.19861978062157,0.773243287787662,NA,0.000181145972820025,0.00232822184187172
20,m1,1.56343894570006,0.548380770921641,NA,0.000140577961636466,0.00710484228973859
20,m1,1.08294961007743,0.774129572849213,NA,0.000195073116244944,0.0154523623154593
20,m1,1.51370039922721,0.426376803873698,NA,0.000146888072504012,0.0159361560916701
20,m1,1.46373235199636,0.394735649606968,NA,0.00016514047862132,0.00686968989641522
20,m1,1.27407420455229,0.78126534875084,NA,0.000190256053821065,0.00783909450397782
20,m1,1.50298788098058,0.565102553377522,NA,0.000133226139684627,0.00142461609308586
20,m1,1.3793068156505,0.485189865228858,NA,0.000139482240231779,0.0062458662692449
20,m1,1.45743046634104,0.475933027757971,NA,0.000134082908870429,0.0143846213491034
20,m1,1.5722378770393,0.403774212649735,NA,0.00015830738383232,0.0137602071170949
20,m1,1.02389569488826,0.810785070985203,NA,0.000217234222543418,0.005032267731509
20,m1,1.6959207726566,0.478257608513321,NA,0.000174420366275653,0.00233585748865381
20,m1,1.19922155534174,0.570121756297179,NA,0.000166294435893552,0.0114700435327522
20,m1,1.06461716565785,0.749063654721247,NA,0.000197709644087851,0.000720375131437092
20,m1,1.27913839758288,0.704649710746169,NA,0.000155655361970727,0.00978991046703082
20,m1,0.959563093387614,0.84133369072062,NA,0.000247095274834735,0.00541376553893034
20,m1,1.54942391168065,0.507416596688435,NA,0.000135098767792526,0.00852778061963816
20,m1,1.62129117414723,0.473953328239615,NA,0.000149555358607269,0.00509209871164833
20,m1,1.59929980968868,0.475885040835057,NA,0.000144607084058465,0.00190257217666992
20,m1,1.47422244014441,0.47123077994423,NA,0.00013457943533463,0.000251190490493518
20,m1,1.29112384980233,0.592846233992731,NA,0.000138901562773004,0.0121830926717595
20,m1,1.70093026247424,0.341051397633755,NA,0.000223776084280842,0.00905825393853597
20,m1,1.56115345087021,0.497019568139317,NA,0.000136948856347462,0.00363807152887697
20,m1,1.68560572950078,0.449476112525256,NA,0.000171437213124366,0.00989913546740966
20,m1,1.26811899517431,0.6015643786335,NA,0.000142680987297789,0.0102210820770876
20,m1,1.30633662108183,0.572988757696822,NA,0.000137257313685806,0.00739565108352084
20,m1,1.34983877043054,0.694555428222722,NA,0.000154325704290566,0.0107482254728538
20,m1,1.60810536524909,0.538700272697168,NA,0.00014991860753646,0.00538356878127824
20,m1,1.60313915124287,0.35434551442096,NA,0.000189687234464901,0.0104898252041341
20,m1,1.3879208316387,0.456061331068282,NA,0.000147439114725575,0.0153933513354118
20,m1,1.61055314936032,0.476060875317596,NA,0.000146942311224387,0.000436717391798702
20,m1,1.62437268006309,0.378795060287683,NA,0.000177271949171404,0.0165797572274945
20,m3,0.00209544982810861,NA,0.854358408571443,0.0377591521029165,0.0166651903653769
20,m1,1.31173914543248,0.597633596960841,NA,0.000136018016920807,0.00257477420756407
20,m1,1.50822626866183,0.602989438881609,NA,0.000142253591859196,0.00536493920649074
20,m1,1.16165392452539,0.59918979221684,NA,0.000174519568189196,0.0142537599394973
20,m1,1.65555936599958,0.413196276530966,NA,0.000169610253166057,0.0113870021630889
20,m1,0.900172086928007,0.930333915717367,NA,0.00031492270255822,0.00110072338056682
20,m1,1.38693106881024,0.659736692336572,NA,0.000144544601250324,0.00726570618012919
20,m1,0.983304448674902,0.927857936309606,NA,0.000279646217983356,0.0127927678731032
20,m1,1.24667062672403,0.673297274026908,NA,0.000150552923652701,0.0109599271605735
20,m1,0.957223282701219,0.938192355747275,NA,0.000295338151141305,0.00861382901415169
20,m1,1.26600652811983,0.548303177422985,NA,0.0001491978936855,0.00408783231739039
20,m1,1.13499688968219,0.793796704664894,NA,0.00019176471392532,0.00565673731088211
20,m1,1.57049616315577,0.427501028749117,NA,0.000149460722296974,0.00814809514664432
20,m1,1.3984548352924,0.57333062254287,NA,0.000128951976209188,0.00749863844333169
20,m1,1.69844313327124,0.388112952175174,NA,0.000193254607277799,0.00246536684747554
20,m1,1.2720466342492,0.702261004678058,NA,0.000155094254861129,0.0114986669646677
20,m1,1.52634762163027,0.602298301005427,NA,0.000145671503424211,0.000706869824378954
20,m1,1.38063710439259,0.588703219459888,NA,0.000130423414677709,0.013884944744543
20,m1,1.49294831368021,0.538639561369758,NA,0.000129753291194223,0.000423769607692392
20,m1,1.34907804410597,0.545436773984641,NA,0.000133155621077617,0.00305046001496303
20,m1,1.1892162344818,0.714825577119658,NA,0.00016501023786334,0.0140894709887058
20,m1,1.07563859804362,0.727041381723142,NA,0.000193524635509904,0.00354375219420215
20,m1,1.58563442451641,0.391092401694778,NA,0.00016541346294178,0.0061523131388529
20,m1,1.61912319987557,0.403886526664811,NA,0.000164604404757251,0.0109404164255562
20,m1,1.09181320502228,0.884247274059413,NA,0.000238196897710713,0.00889289223142072
20,m1,1.45582334959814,0.591237419733907,NA,0.000132638983643141,0.00411488701814483
20,m1,1.16454032233181,0.7551016912248,NA,0.000177151644784674,0.0143498270046162
20,m1,1.5006547486598,0.402449569024959,NA,0.000157540380909026,0.0144908703570993
20,m1,1.29207748170432,0.679670055207582,NA,0.000148411715706827,0.000562926868933371
20,m1,1.20223450548361,0.75176308863159,NA,0.000173191910254564,0.0125518970811214
20,m1,1.36458304481162,0.512974232716898,NA,0.000135473062345133,0.00430715856818773
20,m3,0.0286153937345375,NA,0.970919577547309,0.0230241947119951,0.000831701388894817
20,m1,1.25592545656111,0.628309495365283,NA,0.000144966027231601,0.00220946525431845
20,m1,1.46137165074922,0.46016050395108,NA,0.000137649777217686,0.00744053233888886
20,m1,1.70973667868096,0.46133552753525,NA,0.000180700507344099,0.00010536911661544
20,m1,1.48189709818057,0.52942204176522,NA,0.00012883676635347,0.00128393593307839
20,m1,1.2508609553558,0.651658893797253,NA,0.00014729407893843,0.0010189764359095
20,m1,1.40036716921672,0.615962811258776,NA,0.000134059006800753,0.00818743109700934
20,m1,1.28721930618078,0.740990538520766,NA,0.000169838767267664,0.00383840782116282
20,m1,1.40975042875711,0.484935693265772,NA,0.000135566979166343,0.0111970236113104
20,m1,0.880589625715183,0.885743319574824,NA,0.000304687037642143,0.0126079895456831
20,m1,1.4466358918451,0.387400641354928,NA,0.000172573594228694,0.00834255367827577
20,m1,1.37143745404598,0.642151015367885,NA,0.000138844193297,0.00401189220027772
20,m1,1.25121309331497,0.60809031831904,NA,0.000145814145232153,0.00918669435644407
20,m1,1.80628667794986,0.331420994482997,NA,0.000297263362886354,0.0152745730597881
20,m1,1.61353760183705,0.419862387121145,NA,0.000157942571137062,0.0162442573748588
20,m1,1.48831898244896,0.457688463719948,NA,0.000137479977639572,0.014708361559984
20,m1,1.18586980394882,0.64870327669468,NA,0.000160232835997464,0.00446022840909531
20,m1,1.25395307881604,0.595129902820914,NA,0.00014587522262938,0.0107998597885573
20,m1,1.16378209853027,0.640236395423414,NA,0.000167223030979548,0.00764882836240806
20,m1,1.14234426018306,0.564427375143636,NA,0.000195727913421809,0.0074147034517189
20,m1,1.46330898690642,0.481523192241643,NA,0.000132805356902147,0.0086548410211734
20,m1,1.64918143013868,0.376344449693945,NA,0.00018384695960685,0.0139684377134438
20,m1,1.17446680303065,0.574225625464359,NA,0.000175549390456328,0.00417560313460621
20,m1,0.989565379162583,0.882656251183348,NA,0.000249646097055566,0.00577150647438655
20,m1,1.5280446656352,0.563896330298552,NA,0.000136609247622977,0.00244739204652586
20,m1,1.62669862841629,0.361213981224375,NA,0.000188326723192455,0.0130071510911553
20,m1,1.35146638802481,0.633886072928175,NA,0.000137010903071885,0.00623857867622032
20,m1,1.03494854633424,0.783102617967055,NA,0.000209927250117543,0.00566928585262555
20,m1,1.45250784313596,0.560918228909846,NA,0.0001286754900671,0.0154046938628222
20,m1,1.41278835198989,0.530911462474152,NA,0.000128698851264715,0.00244685020764042
20,m1,1.28018912084397,0.657502648465333,NA,0.000144688401881757,0.00504174241362372
20,m1,1.4812389852812,0.648213067221685,NA,0.000153543692910807,0.00366557055535904
20,m1,1.44093212947122,0.652254379438513,NA,0.000147902975865731,0.0115302463404233
20,m1,1.34812251031025,0.596831274398557,NA,0.000132582218491612,0.00705723439817243
20,m1,1.17365531476846,0.794618664735451,NA,0.000190285853973132,0.00250663466673431
20,m1,1.07004037846158,0.744460253956369,NA,0.000195723036598463,0.0128295718347572
20,m1,1.26510867174531,0.688269486425876,NA,0.000151788681797055,0.0022231387802146
20,m1,1.44332214363781,0.498918080368102,NA,0.000130637833657653,0.00233943209039725
20,m1,1.43765298403006,0.495184716227101,NA,0.000131439296764376,0.000210538517124671
20,m1,1.36362739730712,0.556776301791145,NA,0.000130817491797002,0.00238481625850904
20,m1,1.60470879705827,0.427395998156076,NA,0.000154146419388609,0.00984293345721494
20,m1,1.54142496823791,0.45236803324914,NA,0.000140381147614332,0.00256124667571961
20,m1,1.65538267483537,0.410701418644371,NA,0.000170382552087247,0.00798886698168075
20,m1,1.28374297660188,0.635648651301375,NA,0.000141554053546773,0.00770217029981767
20,m1,1.75650326182103,0.314955116866094,NA,0.000277188650445929,0.00654364982417709
20,m1,1.52801156868573,0.472577470133652,NA,0.000135671417525969,0.00298668223616067
20,m1,1.35406910669786,0.509336252063772,NA,0.000137823247322424,0.000982887199438971
20,m1,0.856222774747713,0.916132885218643,NA,0.000337824577964483,0.0059653032799806
20,m1,1.39392530315744,0.491456911912929,NA,0.000135901511579223,0.00129629018688851
20,m1,1.00329135178746,0.785301597422225,NA,0.000222167469183482,0.0045404691612207
20,m1,1.6280844672817,0.432491194091638,NA,0.000157388315997011,0.0100263002743129
20,m1,1.4377042961467,0.557750738443576,NA,0.000128061222123201,0.0147998185106915
20,m1,1.66843513228407,0.376545616801699,NA,0.000188871599265457,0.00876744196103556
20,m1,1.43180219326585,0.517610007686475,NA,0.000128928243256104,0.00151000281006198
20,m1,1.56364602138103,0.338483181045743,NA,0.000200302642492036,0.000572046498648636
20,m1,1.18641677190268,0.648467446215474,NA,0.000160092579799392,0.0111627027394264
20,m1,1.69525515660406,0.465208616576088,NA,0.000174129766727089,0.00380539416907427
20,m1,1.63797496939311,0.438950871971894,NA,0.000158280537156349,0.0114751352348205
20,m1,1.50210155745572,0.535361299201603,NA,0.000130367857650544,0.00370566490796298
20,m1,1.07465957069382,0.846573209133051,NA,0.000217757238304735,0.00136672532617677
20,m2,1.14292256066804,0.508020805801777,NA,0.00789406212829868,0.0132544506819536
20,m1,1.40544595229939,0.569484961946959,NA,0.000128623854178016,0.00203926826090771
20,m1,1.0665614647207,0.804341574750941,NA,0.000204824915786355,0.0102965864970542
20,m1,1.06720859605976,0.827209460903335,NA,0.000211266062580788,0.00148560960423517
20,m1,1.3227108829413,0.601542273864096,NA,0.000134949860900445,0.00178164937567215
