alpha,beta,model
3.81338468654826,0.14361880927044,m1
3.65297427564114,0.0309439794197679,m1
2.13627135596238,0.881819604557008,m1
1.27970266674086,0.154316946600564,m1
3.21745715652686,0.984062627510168,m1
2.97793577302899,0.413040734192356,m1
1.26357493516337,0.81957496776781,m1
1.07235641058441,0.953886722832452,m1
0.573132069206797,0.97341918830853,m1
2.28896042696293,0.609059678701917,m1
1.30012650722824,0.851644912839169,m1
0.209609862131067,0.81767707677139,m1
3.93347440399416,0.880194130335934,m1
0.0456061385329813,0.928749502155697,m1
3.71470828210749,0.6482764910853,m1
1.1412909240853,0.56544634583639,m1
2.25009398873616,0.0434815215608105,m1
3.616915458587,0.248637579723261,m1
0.152060994109139,0.505947684552753,m1
2.11363168357685,0.234213409993798,m1
1.92323675080296,0.840408851687098,m1
3.90866061567981,0.221074438177049,m1
0.261216256821528,0.331300051615573,m1
1.93271150591597,0.131897295263829,m1
2.87227012877446,0.140236942574847,m1
0.517736423504539,0.399557834882522,m1
3.77977280963585,0.610831605974585,m1
0.0633794090989977,0.944250077178702,m1
0.0925031945621595,0.341869637251599,m1
1.08872580417618,0.687993299615569,m1
3.45199624787737,0.144959088341333,m1
3.20856964132562,0.462062914771959,m1
1.88896771781892,0.692921761595178,m1
2.62968539465684,0.551345738917822,m1
2.9390857873261,0.11068793092831,m1
2.00191999012325,0.763763812957099,m1
2.04362173084728,0.506036897219485,m1
1.20613708864246,0.732886236172402,m1
1.12905758367386,0.0150580341806635,m1
0.226975155052729,0.216865109491628,m1
1.61403094567452,0.833958084214013,m1
1.53902748043742,0.627453826224199,m1
2.09591089814436,0.38047082683933,m1
3.76990912498441,0.100618729968555,m1
0.830379983688705,0.0585582414062228,m1
0.825965071122162,0.378933875041083,m1
0.348812164009549,0.207529762730701,m1
0.671678452683613,0.53965724626882,m1
1.32093829218857,0.286552496221382,m1
0.811633345748298,0.667786999143194,m1
1.19683434891514,0.364640460505383,m1
0.159854704102501,0.300762927315431,m1
0.615015363533981,0.327547659030417,m1
1.03814243699331,0.921233913838631,m1
1.63050895323325,0.467389837957453,m1
0.414113710855134,0.46328293604264,m1
0.926368552309461,0.188698636236833,m1
1.56790601695143,0.407107950424543,m1
3.70468252793048,0.796228011313593,m1
0.605152811695822,0.0409435818702914,m1
2.74240381190367,0.561360971641261,m1
3.47368597095273,0.294065132261487,m1
2.5906638466334,0.754935186463874,m1
0.126112838550471,0.382800743539818,m1
2.02424875620939,0.518632699172478,m1
3.22270031983871,0.748691367848078,m1
0.591236197508872,0.85381002971204,m1
2.42838875507098,0.000203356402227655,m1
0.684561206450686,0.0276668004984967,m1
0.996512876401655,0.132105470792856,m1
3.1460360841183,0.00775278612668626,m1
0.381965755489655,0.29121205505426,m1
2.70956083891541,0.134655879684025,m1
2.96996137595084,0.683488907934632,m1
1.99918127987906,0.629095144885825,m1
3.4089062892776,0.0982397561401594,m1
3.28681637380365,0.0900711367579643,m1
2.82823156850878,0.779466442250647,m1
0.548647846822627,0.482523193967994,m1
0.843905379534699,0.722078763821628,m1
3.10412823025603,0.507409258835949,m1
0.748725868433714,0.393745782839367,m1
0.500102009467781,0.0601647576754913,m1
3.19684710127302,0.0502433493891731,m1
3.15612314505596,0.834099817970069,m1
3.29690582119115,0.493095527536236,m1
0.629109123428352,0.346065716354875,m1
2.88491605438106,0.118575747383991,m1
0.491024023487233,0.991947008886607,m1
3.88190516511723,0.410424319624435,m1
3.28812467286829,0.412484620800707,m1
2.04440496623237,0.14671295053605,m1
1.72414957323112,0.352739975856617,m1
2.61322207453102,0.305619624748128,m1
1.8121648173295,0.831345529185841,m1
3.0060645811595,0.0866448547441978,m1
1.22180234637018,0.923831962938886,m1
1.88108007877041,0.907761245892383,m1
0.330255281531252,0.729126001385273,m1
2.10101548153814,0.074163086227607,m1
1.65747547399066,0.850178479511291,m1
1.83893344617542,0.566473487652373,m1
3.76339228312392,0.673093596955761,m1
3.9005131041538,0.998279226553161,m1
3.26728162148781,0.67439450572338,m1
1.90355040891096,0.31259429738461,m1
2.06498551139422,0.855375757952221,m1
0.244547411724925,0.845098602128215,m1
1.87856958921812,0.259817489732755,m1
3.72862689251173,0.758511873284122,m1
0.278842205818743,0.793363442620728,m1
3.81067442219332,0.788720416776137,m1
2.8021678408049,0.417393330481602,m1
1.54559939617477,0.390274944548961,m1
2.28465764217172,0.421867061477154,m1
3.1026131594507,0.099392174749868,m1
3.37537969588581,0.711885111140553,m1
0.850944499243982,0.275643276611809,m1
1.22525762598496,0.437227458982961,m1
0.0282538534691557,0.186078553183936,m1
0.0829253224795684,0.192175903855357,m1
0.335562071428634,0.937924240246182,m1
2.86625022434443,0.772925775884418,m1
0.675680754842237,0.30315201087133,m1
3.47061697145272,0.177609456348,m1
1.79851179126743,0.287345455468632,m1
3.53228894128837,0.556600151906256,m1
2.48084823815711,0.0551037488104776,m1
0.85872330824472,0.746454358889954,m1
3.84450013905112,0.756918495579623,m1
2.86157186426688,0.56006995166163,m1
1.84670526769664,0.619466363806045,m1
1.02597294035088,0.480707641689107,m1
0.129176195956767,0.0092059513926506,m1
3.87123773704004,0.16070152656245,m1
3.95508241685666,0.805410813860362,m1
2.00973818331305,0.351562949127983,m1
3.80090534832794,0.408039689924335,m1
3.48042014487926,0.604349209417589,m1
1.50060018385015,0.14177465601638,m1
0.205953029617667,0.884736962866504,m1
2.05756671886146,0.17863895715517,m1
3.49874528772943,0.583806874494767,m1
3.30728169588279,0.353606907055248,m1
1.40864891033713,0.989736685080919,m1
1.81627182336431,0.877783856394235,m1
3.01917510304321,0.0640816118468065,m1
0.055378266049549,0.672450992073398,m1
0.767415872622281,0.6509511650356,m1
3.93788611325528,0.208278178405249,m1
1.34331825691089,0.78376575433719,m1
0.905401901283301,0.256147997203982,m1
3.70935224520136,0.276950870629866,m1
2.77727632688265,0.598136453784769,m1
0.620181986927986,0.893302886753343,m1
1.60068880973011,0.431394784579752,m1
0.253463178902864,0.255736510545714,m1
3.9905600053966,0.939430917476537,m1
3.59807686854154,0.803347440704703,m1
1.82348319272697,0.249368842039257,m1
3.12119550912734,0.836605788874906,m1
2.44273694119137,0.13770107515878,m1
1.53168734353408,0.267753984667594,m1
3.22987233012356,0.158797357414849,m1
0.80138688595593,0.798676018409664,m1
2.39080119180493,0.78559734778502,m1
2.84885213950928,0.579628948950674,m1
2.31438723648246,0.562617193923099,m1
0.712871582666412,0.031310120542068,m1
3.19489621128794,0.0254465442390647,m1
2.73546504550334,0.0925034348357003,m1
0.23669139348343,0.107793405028293,m1
2.90303257498983,0.680184452132322,m1
3.54534214748628,0.564234133117599,m1
0.464505962925963,0.226669282619143,m1
2.23836916083843,0.911201215500012,m1
3.20569981480576,0.0262110110356007,m1
2.18819246029016,0.426473972507054,m1
1.25988919106871,0.602092188361567,m1
2.40082797753159,0.960243714626646,m1
3.65859752497356,0.812260208073305,m1
0.769292996540666,0.835661247447599,m1
3.71694834831171,0.669828274257015,m1
1.63866495185904,0.823540923353285,m1
3.04848412046302,0.483291482137982,m1
2.88362772252038,0.257178214541404,m1
1.69165609986149,0.749583007003181,m1
1.76160560204089,0.78454663004633,m1
2.99334207961429,0.726910901013063,m1
3.98745597461425,0.16510647730832,m1
2.75099546088744,0.859582693914417,m1
0.974049388593994,0.169293536635349,m1
0.287964280389249,0.428918202626286,m1
3.56398056866322,0.535853180520236,m1
1.65554919030331,0.402457475038012,m1
0.304421725341119,0.533279765482526,m1
3.97462207886204,0.646376122630667,m1
1.29930012199376,0.332683072435204,m1
2.23327289750334,0.527134750809288,m1
1.42777316308208,0.344597527924227,m1
1.91889999210834,0.789313867911464,m1
1.58271769008506,0.587267741167685,m1
0.792913308307528,0.601425190540031,m1
0.319324938186444,0.89818202834297,m1
1.62224263102096,0.811636041268241,m1
1.09688334894087,0.114668255620636,m1
1.34767280924506,0.182094268815592,m1
1.07128346231487,0.929347267033299,m1
0.0753808241309598,0.363807860886678,m1
0.19881419607345,0.0491376941560302,m1
0.93264666919969,0.369274832912721,m1
0.299530169473961,0.138812780812616,m1
3.72120955542289,0.704083960705902,m1
1.94959040601179,0.434049287066562,m1
1.62548572553135,0.231287532367976,m1
3.96211707592942,0.481014850727515,m1
1.98960848079156,0.747144209592137,m1
3.58033896888606,0.657851043377304,m1
3.92993547539692,0.985856777633307,m1
3.69065327580925,0.885756328271702,m1
1.01831953721866,0.708555314343888,m1
3.84017932078149,0.517420312992064,m1
1.39895862717461,0.306513523265254,m1
3.10863923946302,0.915642058294266,m1
2.53932972153183,0.709549622314749,m1
0.3441954285549,0.645285740130115,m1
3.39143153620604,0.900556396507425,m1
1.86182636314631,0.935638283072505,m1
0.0598849200345576,0.931764106584247,m1
0.504511050866917,0.157878605409758,m1
0.065559385035187,0.0791938322435599,m1
0.408742505671456,0.681862458411138,m1
3.26221746705379,0.725671224469319,m1
1.18090751503967,0.429005195725244,m1
0.950791361220181,0.706988830860471,m1
2.72169495612476,0.381527049834374,m1
0.710045967444777,0.0176455049803481,m1
2.39856019766442,0.356548458893551,m1
2.32995373710338,0.509719841426471,m1
3.67549727152009,0.0578605496690143,m1
1.23858257967141,0.386764287414961,m1
2.10650712328311,0.636534503144445,m1
1.00481328188162,0.00191831921203993,m1
0.883673644084483,0.612383704968262,m1
3.39769619948138,0.852304617866408,m1
0.418429181944579,0.0886449618847109,m1
3.18455880812742,0.261998954834416,m1
3.3680396758439,0.701199957380071,m1
3.42916515192203,0.668224419626175,m1
2.54188428070489,0.484589210792212,m1
2.32339612593036,0.0287941801177803,m1
2.95434068134893,0.0736711193064693,m1
3.34124213198666,0.0422128243600018,m1
0.14373900261987,0.460292747240514,m1
2.66512455326039,0.189706537546357,m1
3.52781204899121,0.971048356357962,m1
3.81663367269281,0.456699808364734,m1
1.12355711607076,0.750908368056174,m1
2.67943720757402,0.808946480750805,m1
3.42108114767075,0.799528707920108,m1
0.698775503678247,0.260238617493305,m1
1.49070906572416,0.815191793350503,m1
2.84772459001001,0.282379232073436,m1
2.11124440662935,0.678041097569047,m1
2.05318294661958,0.538850929446053,m1
2.81160280225053,0.302987989458954,m1
2.98288673206978,0.0249592415317893,m1
0.280381419720128,0.490544417058118,m1
3.02649709743541,0.122781738575781,m1
1.7835351678906,0.80690205896413,m1
2.55127757501788,0.373385464526014,m1
3.73686285294313,0.671702385913348,m1
2.51736224817205,0.151522279246943,m1
2.78673238361999,0.176982071147766,m1
2.17829497852176,0.807781706586713,m1
2.73637053055968,0.366506943898508,m1
0.619517903772183,0.557818588367198,m1
2.24636613600142,0.328521659770748,m1
2.91474191062897,0.117956410693005,m1
1.36118485777173,0.548745927614858,m1
2.14766367730219,0.230270659675123,m1
3.05638537374325,0.9864591686395,m1
0.202948957325891,0.987220681968611,m1
0.635365045161918,0.377105481765466,m1
0.293471104766242,0.450715322622098,m1
0.0218628794075921,0.190270494338591,m1
3.63217129519396,0.866654500957811,m1
3.85270565215126,0.633815091005294,m1
2.7711683388697,0.203502155483468,m1
1.97880279819947,0.162197659802856,m1
0.399376883138902,0.34389270840399,m1
1.77118848180585,0.848642333947821,m1
1.6946439125957,0.737219051742693,m1
1.61701689495239,0.753346421198687,m1
2.47883373008296,0.082000551747391,m1
3.45317926618922,0.573179846088402,m1
2.85372794676572,0.961897056286223,m1
3.88488647864573,0.497538594868034,m1
0.137088266194798,0.487065589390928,m1
0.339801012471318,0.281525404073065,m1
3.48719938183203,0.253016085022362,m1
0.746529537525959,0.996636556103593,m1
3.26937112690695,0.513948916347697,m1
1.70326376909483,0.00597744591161609,m1
0.219532431053929,0.171587340564933,m1
3.18992416717578,0.713221961245639,m1
3.28313734897506,0.761131741735386,m1
2.09951332407352,0.967846364140045,m1
2.16557151488215,0.867810800046194,m1
0.025507491318509,0.184049741711468,m1
1.66154929647967,0.528595170925139,m1
0.164843440634198,0.348016899760347,m1
0.461849335855804,0.720545039529446,m1
1.96988194675092,0.156601866526995,m1
3.65105015237536,0.492281228007749,m1
1.71819850695692,0.0104828989699017,m1
2.83961045838892,0.88277482513315,m1
3.0885301355496,0.730433428995777,m1
2.19279951007757,0.309225888256449,m1
3.15226501125284,0.252276774945203,m1
0.425552780232392,0.92209311588644,m1
3.08206838815939,0.820323680051602,m1
1.00198585142009,0.227998150229687,m1
2.70000637434423,0.471732362297131,m1
0.43403248483967,0.365000217374414,m1
3.06584315474052,0.448482575761387,m1
2.35088842381071,0.436601658562897,m1
2.72534057768341,0.469410507763037,m1
1.25094869829807,0.0816583406578284,m1
1.51712581958249,0.65353045090707,m1
1.77773142172489,0.406917179220822,m1
2.52010990982503,0.663824905472109,m1
0.956249928262085,0.830903435335262,m1
0.368529905501753,0.123628513769945,m1
3.95177983020525,0.290123014310375,m1
1.76504459865205,0.83877458484238,m1
2.91976562591549,0.719862872141181,m1
2.1602945881784,0.914889388371725,m1
3.92085729992855,0.398338618623558,m1
1.64122784719896,0.0292535781359766,m1
1.11462437686138,0.618839342349675,m1
0.323337298240513,0.658424938156269,m1
1.87312428378873,0.630357937383233,m1
2.58778265115246,0.0475695966635831,m1
1.72235755567532,0.376886803902453,m1
0.109213305722922,0.519627754482906,m1
3.42482011977863,0.780456419181777,m1
0.214523867532611,0.10351355179213,m1
1.05785102739371,0.863111747017363,m1
3.75047783879936,0.864695559070213,m1
2.13326742567867,0.0528791888295673,m1
2.21361862705555,0.934634783611866,m1
3.46318029794563,0.500708785016788,m1
2.7722395855533,0.167169503875077,m1
2.69414898934867,0.73662063941732,m1
1.44542731350008,0.0345364571441896,m1
1.50979406838212,0.767174543327652,m1
3.87863315236755,0.874971660231706,m1
0.269118482402526,0.832630695523229,m1
0.993693213296123,0.349327585979132,m1
2.70557501805853,0.308631994918222,m1
1.88611743531097,0.112843347093323,m1
0.274558169924654,0.607992520423373,m1
2.18683594886307,0.543753412099322,m1
3.50606126532145,0.414613943262259,m1
3.62821498122066,0.498446038077585,m1
1.06058770282287,0.0134390782983974,m1
0.387919667291455,0.0951546923446003,m1
1.2102800978031,0.474475547772134,m1
2.567481619725,0.439342668116325,m1
1.78667287768424,0.951247082067654,m1
2.33483376055025,0.512768426368479,m1
1.994965277493,0.422045746151125,m1
3.29524061545916,0.599630949982209,m1
0.538548520023003,0.594294447827386,m1
1.12607956351154,0.888846245547989,m1
1.56319340827037,0.3341576089093,m1
2.38155630846228,0.510453110743547,m1
2.08085709519591,0.926689802631969,m1
0.310002638961189,0.465995062114438,m1
2.22047003713995,0.972964342590421,m1
3.35056591982301,0.752108953010058,m1
0.485165413486771,0.271474063404603,m1
1.37502331794333,0.166129237800604,m1
0.625902967013419,0.183795317449374,m1
3.324465315165,0.0117233006919269,m1
0.24980911195837,0.18525451526884,m1
2.96095775644202,0.323523872156627,m1
3.54821190166753,0.283145609599771,m1
1.03475999641977,0.0218384946044534,m1
0.543612627343275,0.194088430002099,m1
2.43221219491027,0.762130417491775,m1
2.55242233034875,0.0065909194429405,m1
0.655772761268541,0.516152978631668,m1
0.475579245753586,0.111138364521088,m1
2.2976682787044,0.0760895333301742,m1
1.80504560203105,0.776359591214219,m1
3.35462007057574,0.43510429416853,m1
0.867640790832229,0.791123504310381,m1
1.38994000138156,0.292424420436146,m1
0.58682666301541,0.0913072040167171,m1
1.84383635866176,0.616319431449752,m1
1.38149118575174,0.218841751811793,m1
2.15330901179556,0.200898573193466,m1
1.36664530075435,0.825731135246111,m1
0.256390043742955,0.964325145348907,m1
0.947010322550312,0.965699481628602,m1
2.66276149964519,0.403638105974766,m1
0.327700073148124,0.916589057636913,m1
0.0115454117981717,0.894949688809924,m1
0.898377036167309,0.764197158823255,m1
1.97353012750763,0.824035926092882,m1
1.30766766325571,0.239365467523923,m1
1.43696776841301,0.751016401157714,m1
1.15987449229974,0.860446510555921,m1
2.48785751385614,0.554395074738888,m1
0.568350170649588,0.571625965368701,m1
2.50150590130687,0.108702464690432,m1
3.9166161541706,0.974494053330738,m1
2.04908074516058,0.597848601641599,m1
3.94154505755939,0.731039787466405,m1
2.67573637012299,0.927118347567506,m1
3.38257383996621,0.452095874301391,m1
0.94196803098917,0.691301347364904,m1
2.1486542492928,0.127150349120842,m1
3.05232248057891,0.219719763625879,m1
3.02370309259184,0.066993497622665,m1
2.26534388781711,0.918167210164713,m1
2.97292620273028,0.999514077764004,m1
3.12495728854462,0.891699810909806,m1
3.30371962463297,0.155542266213801,m1
2.78320378298406,0.26664515056368,m1
2.49560866530053,0.647800040424336,m1
3.04246883963048,0.00496861440269277,m1
3.17336995181628,0.161156158137601,m1
3.11377920440957,0.86242950598523,m1
1.80964770497382,0.213978533524787,m1
0.479838777430356,0.774737096197903,m1
3.92586976312194,0.501876667377073,m1
2.57019759362936,0.15090156768891,m1
3.59461023252923,0.919442554751877,m1
0.134589762732387,0.307400630564895,m1
1.01426396258641,0.454894016147125,m1
3.15150249714404,0.822556884379126,m1
2.23002353403438,0.576082975814352,m1
2.6260342120165,0.593800835384289,m1
3.97681720868312,0.0715607111214194,m1
0.170075609744526,0.339525644531008,m1
1.33753888014331,0.273805453599431,m1
2.27554562244285,0.933392310825409,m1
1.49405105808843,0.605712474884465,m1
1.89428631902859,0.857901608016109,m1
1.57012300839461,0.387936272588791,m1
1.9588468511086,0.608267509409459,m1
3.51773496927787,0.938693356019212,m1
2.46963932263665,0.661217099266825,m1
2.2063834717935,0.106130518976366,m1
1.78870631418657,0.168679320003605,m1
3.07574066110048,0.887699039010564,m1
1.10083404371329,0.304695005896967,m1
3.61162045160308,0.700670009955764,m1
2.58317050410341,0.620455450084992,m1
3.66219108546898,0.637081028226763,m1
2.40724421909172,0.520340345201315,m1
2.51214411865268,0.590443172474159,m1
2.0686770829279,0.441786665896652,m1
0.893270916249603,0.0392826657930855,m1
3.16412564057577,0.775384419859154,m1
0.902400530003943,0.641385656401981,m1
3.00966046760045,0.94859158064425,m1
2.60803555871639,0.524473209091928,m1
0.174005199104548,0.770893251104979,m1
0.430993960016407,0.449384407092817,m1
1.7383588738963,0.954470516548725,m1
0.525107877301983,0.902788007155992,m1
0.721370345722884,0.237220491713611,m1
0.931685408097692,0.299596954802517,m1
0.986381859802641,0.0610586518391501,m1
2.50830195491388,0.401205340226647,m1
1.20150620254781,0.773259622937767,m1
0.705261682934128,0.394382632663474,m1
2.76719397623558,0.129149782810593,m1
0.421916500767693,0.298549660095712,m1
1.98731776305754,0.925791444498114,m1
3.95972991669178,0.335987988140201,m1
0.353461369603872,0.485269807687262,m1
0.970963150360622,0.336471410930157,m1
3.76424981313292,0.496208014827222,m1
3.44290255098045,0.133515025989385,m1
1.08122801838629,0.350882158784196,m1
2.30936814873479,0.204630972142098,m1
2.52528969018813,0.342598916654009,m1
2.81594646729995,0.869616406841902,m1
0.98372595338989,0.670305203869007,m1
3.55344503107481,0.946579704737058,m1
0.0872381614213809,0.89050257066451,m1
0.161660007659346,0.568638716828544,m1
2.41591339873616,0.181082044200506,m1
2.34413192993496,0.444898783975747,m1
1.33427459836472,0.418082750048721,m1
3.82489063454047,0.908273224844597,m1
0.752526713066734,0.718632399166934,m1
0.547538148410618,0.425465520837111,m1
0.119347005750984,0.943794082772918,m1
3.49553328080662,0.324468601315748,m1
3.77494631533232,0.235510756343836,m1
3.55881169186439,0.433284224059666,m1
1.07682429325115,0.0683942938828841,m1
3.47774682457931,0.992770976423053,m1
0.113972024207003,0.214398669339018,m1
3.32939209092874,0.679178674062015,m1
1.1773742273543,0.570020397855202,m1
1.35559658856597,0.263121839659056,m1
0.603176793763414,0.201200972917955,m1
2.8186507151667,0.959762651043013,m1
3.33582608176861,0.345304132277146,m1
3.88805343335681,0.44713525316515,m1
1.71370664914232,0.367702465177979,m1
0.146995773307048,0.65402971062623,m1
2.80485306387208,0.849161384823034,m1
1.34823457652982,0.466419627687195,m1
3.0315503002312,0.901026353489608,m1
2.27973473944981,0.530813364422414,m1
0.440484464854002,0.769455243966077,m1
1.47492074605264,0.895411350479815,m1
0.667724345731549,0.541099601594033,m1
1.72931441238057,0.688089717120165,m1
2.49842350919545,0.68214218107122,m1
0.228438731182367,0.0440602274460252,m1
2.25873545218725,0.702310831397073,m1
3.45981010570098,0.359594183887588,m1
0.913941838236526,0.316510936982697,m1
2.02131851825863,0.136590508686611,m1
0.379074600854889,0.742472171758302,m1
1.24513016403094,0.572831906115403,m1
3.36211940755323,0.878662759946659,m1
3.7580945766028,0.0483501831828617,m1
0.679207418881357,0.532015551869525,m1
2.3279799749637,0.396095157926437,m1
1.75815019470174,0.0466648762463592,m1
3.21320619751327,0.623063321414869,m1
1.01112264526915,0.19146997741377,m1
1.57556132320594,0.477042310519377,m1
0.611879949153401,0.664622625450138,m1
2.12580066438299,0.458288743302459,m1
3.66889559174143,0.245132950896397,m1
1.59322107885312,0.980749654018553,m1
2.44975200351514,0.053499583338853,m1
2.53421095276717,0.997125166344456,m1
0.0326600296264514,0.355832534330199,m1
1.31642190567683,0.545657575604273,m1
2.3859260848267,0.409305285417475,m1
0.0914892475605011,0.12017952641868,m1
3.2515878628036,0.617649237739621,m1
3.3211663649315,0.529849193852162,m1
0.719010017055087,0.470551923039602,m1
3.75270497688185,0.00381322247558273,m1
3.58865897301026,0.707250637094257,m1
2.75795673271548,0.499529886792181,m1
0.102689776013605,0.828989312088117,m1
1.40548414169159,0.404513065052219,m1
